CardNo,Sex,Major,Card_Count,Frequency,Most_Frequent_Place,Avg_Storage,Avg_Spending
180465,女,18投资与理财,645.0,67,第一食堂,42.507462686567166,11.006666666666666
180466,女,18投资与理财,830.0,123,第五食堂,47.265853658536585,10.556666666666667
180467,女,18投资与理财,592.0,65,第三食堂,74.13692307692307,4.25
180468,女,18投资与理财,994.0,154,第五食堂,109.31558441558441,13.95
180470,女,18投资与理财,568.0,71,第五食堂,40.28591549295775,9.516666666666667
180471,女,18投资与理财,397.0,49,第五食堂,51.76938775510204,5.35
180472,女,18投资与理财,597.0,63,第三食堂,58.36349206349207,10.270000000000001
180473,女,18投资与理财,850.0,77,第三食堂,58.33116883116883,9.26
180474,女,18投资与理财,828.0,79,第五食堂,41.88607594936709,4.326666666666667
180476,女,18投资与理财,653.0,58,第二食堂,73.13620689655171,10.82
180477,女,18投资与理财,853.0,125,第五食堂,71.332,11.836666666666668
180478,女,18投资与理财,621.0,70,第五食堂,107.93857142857142,10.183333333333334
180480,女,18投资与理财,437.0,94,第二食堂,65.97021276595744,8.68
180482,女,18投资与理财,505.0,69,第五食堂,28.731884057971016,5.666666666666667
180483,女,18投资与理财,845.0,26,第五食堂,57.41153846153846,2.953333333333333
180484,女,18投资与理财,675.0,73,第五食堂,64.33972602739726,10.036666666666667
180485,女,18投资与理财,557.0,40,第二食堂,64.74,5.253333333333333
180486,女,18投资与理财,786.0,91,第三食堂,70.23626373626374,7.84
180488,女,18投资与理财,603.0,55,第五食堂,61.68727272727273,6.466666666666667
180489,女,18投资与理财,575.0,63,第二食堂,89.23333333333333,12.479999999999999
180490,女,18投资与理财,419.0,58,第二食堂,173.51896551724138,22.40666666666667
180491,女,18投资与理财,519.0,67,第二食堂,96.14328358208955,11.246666666666666
180492,女,18投资与理财,577.0,62,第五食堂,59.50322580645161,9.983333333333333
180493,女,18投资与理财,935.0,144,第五食堂,135.6673611111111,13.176666666666668
180494,女,18投资与理财,865.0,101,第五食堂,63.584158415841586,9.736666666666668
180495,女,18投资与理财,740.0,85,第五食堂,149.31882352941176,7.95
180496,女,18投资与理财,516.0,68,第五食堂,62.30588235294118,5.33
180497,女,18投资与理财,716.0,105,第五食堂,60.429523809523815,7.263333333333334
180499,女,18投资与理财,793.0,138,第二食堂,57.66014492753624,13.35
180500,女,18投资与理财,973.0,129,第五食堂,55.06201550387597,13.206666666666667
180501,女,18投资与理财,637.0,59,第五食堂,57.87966101694916,7.069999999999999
180502,女,18投资与理财,733.0,96,第五食堂,54.61041666666667,13.376666666666667
180504,女,18投资与理财,593.0,79,第三食堂,61.34683544303797,10.133333333333333
180505,女,18投资与理财,826.0,128,第三食堂,164.24453125,21.35
180506,女,18投资与理财,642.0,92,第三食堂,48.00869565217391,8.793333333333333
180507,女,18投资与理财,415.0,23,第五食堂,59.28260869565217,3.68
180509,女,18投资与理财,211.0,3,第四食堂,21.766666666666666,1.1333333333333333
180510,女,18投资与理财,424.0,70,第二食堂,69.84857142857142,14.226666666666667
180511,女,18投资与理财,732.0,116,第五食堂,98.79396551724139,9.323333333333332
180512,女,18投资与理财,489.0,45,第五食堂,60.29111111111111,11.356666666666666
180513,男,18电子商务,813.0,37,第四食堂,41.451351351351356,5.6899999999999995
180514,男,18电子商务,1070.0,107,第一食堂,53.78485981308411,9.81
180515,男,18电子商务,636.0,61,第一食堂,38.51147540983607,7.696666666666667
180518,男,18电子商务,697.0,142,第二食堂,57.297183098591546,21.653333333333332
180521,男,18电子商务,769.0,122,第二食堂,55.52213114754098,9.46
180522,男,18电子商务,1051.0,77,第二食堂,53.36233766233766,7.886666666666667
180523,男,18电子商务,1048.0,129,第二食堂,50.59069767441861,12.663333333333332
180524,男,18电子商务,945.0,117,第二食堂,60.5076923076923,16.4
180526,男,18电子商务,1186.0,142,第一食堂,63.570422535211264,18.323333333333334
180527,男,18电子商务,847.0,124,第二食堂,80.39064516129032,8.523333333333333
180528,男,18电子商务,1001.0,147,第二食堂,121.42517006802721,13.016666666666667
180531,男,18电子商务,880.0,97,第一食堂,54.802061855670104,12.836666666666668
180533,男,18电子商务,432.0,64,第二食堂,51.26875,10.110000000000001
180536,男,18电子商务,661.0,70,第二食堂,52.294285714285714,7.8133333333333335
180537,男,18电子商务,713.0,93,第二食堂,53.6505376344086,13.553333333333335
180538,男,18电子商务,503.0,41,第二食堂,45.390243902439025,7.016666666666667
180540,男,18电子商务,900.0,108,第二食堂,66.13425925925925,15.976666666666667
180541,男,18电子商务,540.0,5,第四食堂,37.5,0.8333333333333334
180544,女,18电子商务,670.0,72,第二食堂,86.56805555555555,9.176666666666668
180545,女,18电子商务,818.0,111,第二食堂,101.33513513513515,17.459999999999997
180546,女,18电子商务,718.0,77,第二食堂,181.86064935064937,10.406666666666666
180547,女,18电子商务,578.0,76,第二食堂,82.24078947368422,10.096666666666666
180548,女,18电子商务,819.0,88,第二食堂,60.98068181818182,7.29
180549,女,18电子商务,560.0,60,第二食堂,54.21666666666667,4.706666666666666
180551,女,18电子商务,982.0,132,第二食堂,77.87272727272726,9.593333333333334
180552,女,18电子商务,519.0,56,第一食堂,45.19464285714286,4.963333333333334
180553,女,18电子商务,300.0,28,第二食堂,19.735714285714288,2.86
180554,女,18电子商务,800.0,83,第二食堂,76.39240963855421,10.769666666666666
180555,女,18电子商务,908.0,83,第一食堂,177.19337349397588,6.483333333333333
180556,女,18电子商务,665.0,57,第二食堂,47.82807017543859,5.333333333333333
180557,女,18电子商务,739.0,73,第一食堂,47.53082191780822,8.82
180558,女,18电子商务,993.0,80,第一食堂,71.15625,5.793333333333334
180559,女,18电子商务,370.0,36,第四食堂,84.95833333333333,8.226666666666667
180560,女,18电子商务,682.0,104,第二食堂,97.0673076923077,8.193333333333333
180561,女,18电子商务,779.0,87,第二食堂,128.583908045977,8.71
180562,女,18电子商务,332.0,24,第四食堂,38.083333333333336,4.076666666666666
180563,女,18电子商务,744.0,86,第二食堂,106.46860465116278,12.643333333333334
180564,女,18电子商务,594.0,41,第二食堂,136.1609756097561,3.3833333333333333
180566,女,18电子商务,515.0,46,第二食堂,81.19130434782609,7.906666666666666
180567,女,18电子商务,437.0,75,第二食堂,48.396,9.976666666666667
180569,女,18电子商务,627.0,71,第二食堂,100.48169014084507,10.363333333333333
180570,女,18电子商务,606.0,3,第五食堂,5.733333333333333,0.3733333333333333
180571,女,18电子商务,684.0,83,第二食堂,53.845783132530116,11.129999999999999
180572,女,18电子商务,577.0,67,第二食堂,115.93134328358208,13.42
180574,女,18电子商务,733.0,50,第二食堂,70.484,5.363333333333333
180576,女,18电子商务,702.0,88,第二食堂,103.92159090909091,12.76
180577,女,18电子商务,451.0,22,第一食堂,57.10454545454545,1.5599999999999998
180578,女,18电子商务,810.0,103,第二食堂,49.37087378640776,15.753333333333334
180579,女,18电子商务,495.0,73,第二食堂,110.48219178082192,10.84
180580,女,18电子商务,14.0,1,红太阳超市,3.6,0.016666666666666666
180581,女,18电子商务,843.0,105,第二食堂,76.9552380952381,12.05
180584,女,18电子商务,741.0,104,第二食堂,102.1075,15.33
180586,女,18电子商务,595.0,86,第二食堂,56.76511627906977,7.366666666666666
180587,女,18电子商务,901.0,129,第二食堂,58.32635658914729,10.843333333333334
180588,女,18电子商务,932.0,92,第一食堂,125.42173913043477,10.176666666666668
180589,女,18电子商务,798.0,78,第二食堂,133.82846153846154,11.339666666666666
180590,女,18电子商务,600.0,74,第二食堂,69.90135135135135,8.69
180591,女,18电子商务,818.0,105,第二食堂,57.53904761904762,8.273333333333333
180593,女,18电子商务,1154.0,177,第二食堂,77.3045197740113,14.673333333333334
180594,女,18电子商务,737.0,47,第二食堂,63.11489361702128,4.306666666666667
180595,女,18电子商务,127.0,14,第五食堂,29.0,1.5033333333333334
180597,女,18电子商务,925.0,129,第二食堂,50.39302325581395,13.32
180598,女,18电子商务,868.0,109,第二食堂,58.41284403669725,16.773333333333333
180600,女,18电子商务,590.0,58,第二食堂,53.244827586206895,8.493333333333334
180601,女,18电子商务,868.0,121,第二食堂,54.57685950413223,11.216666666666667
180602,女,18电子商务,704.0,96,第二食堂,50.14083333333334,10.072000000000001
180603,女,18电子商务,626.0,89,第二食堂,86.75280898876404,9.776666666666667
180605,女,18电子商务,466.0,46,第二食堂,132.8804347826087,8.1
180607,女,18电子商务,1048.0,160,第一食堂,54.699374999999996,20.071666666666665
180608,女,18电子商务,98.0,7,第二食堂,263.6142857142857,0.83
180609,女,18电子商务,963.0,146,第二食堂,106.50205479452055,11.453333333333335
180610,女,18电子商务,771.0,103,第二食堂,61.8116504854369,9.013333333333332
180611,女,18电子商务,872.0,117,第二食堂,105.10854700854699,9.83
180612,女,18电子商务,915.0,123,第二食堂,96.51650406504065,14.179666666666666
180613,女,18电子商务,616.0,75,第二食堂,65.88133333333334,11.01
180614,女,18电子商务,1049.0,139,第二食堂,122.14892086330936,11.47
180615,女,18电子商务,726.0,103,第二食堂,74.70466019417475,13.479999999999999
180616,女,18电子商务,590.0,29,第二食堂,50.03103448275861,3.2933333333333334
180617,女,18电子商务,676.0,92,第二食堂,78.80217391304348,11.236666666666668
180619,男,18工商企管,379.0,54,第二食堂,56.4,5.403333333333333
180620,男,18工商企管,876.0,66,第二食堂,96.10303030303031,12.886666666666667
180622,男,18工商企管,1239.0,180,第一食堂,108.97555555555554,14.196
180624,男,18工商企管,655.0,115,第二食堂,60.85434782608696,8.983333333333333
180625,男,18工商企管,432.0,74,第二食堂,55.95324324324324,5.8100000000000005
180626,男,18工商企管,194.0,7,第二食堂,25.54285714285714,1.0
180627,男,18工商企管,244.0,23,第一食堂,26.86086956521739,5.03
180631,男,18工商企管,854.0,129,第一食堂,50.682945736434114,11.620000000000001
180633,男,18工商企管,498.0,49,第一食堂,113.09183673469387,6.6899999999999995
180634,男,18工商企管,699.0,104,第四食堂,136.275,18.456666666666667
180636,男,18工商企管,689.0,24,第二食堂,61.0375,3.316666666666667
180637,女,18工商企管,698.0,74,第二食堂,61.76756756756757,5.78
180638,女,18工商企管,398.0,55,第二食堂,54.96,9.79
180639,女,18工商企管,219.0,35,第四食堂,117.10857142857144,5.576666666666667
180640,女,18工商企管,845.0,103,第二食堂,143.83009708737865,10.453333333333335
180641,女,18工商企管,927.0,125,第二食堂,94.0792,9.703333333333335
180642,女,18工商企管,657.0,90,第二食堂,100.86555555555555,7.293333333333334
180644,女,18工商企管,814.0,147,第二食堂,57.25442176870748,9.863333333333333
180645,女,18工商企管,562.0,20,第一食堂,53.345000000000006,4.926666666666667
180649,女,18工商企管,1033.0,136,第二食堂,112.73970588235295,15.28
180650,女,18工商企管,943.0,176,第二食堂,100.74261363636364,13.403333333333334
180651,女,18工商企管,982.0,153,第二食堂,96.15751633986929,12.25
180652,女,18工商企管,606.0,82,第二食堂,42.20975609756098,7.0633333333333335
180655,女,18工商企管,611.0,71,第二食堂,152.95211267605634,17.279999999999998
180658,女,18工商企管,479.0,44,第二食堂,47.11363636363637,6.92
180660,女,18工商企管,401.0,51,第二食堂,62.11372549019608,7.343333333333334
180661,女,18工商企管,853.0,5,第二食堂,8.0,0.52
180662,女,18工商企管,565.0,128,第二食堂,31.96484375,14.023333333333333
180663,女,18工商企管,409.0,52,第二食堂,61.83269230769231,8.116666666666667
180665,女,18工商企管,908.0,147,第二食堂,100.12380952380953,11.389999999999999
180666,女,18工商企管,842.0,113,第一食堂,53.574336283185836,6.173333333333333
180669,女,18工商企管,1100.0,177,第二食堂,88.21242937853107,11.31
180672,女,18工商企管,1008.0,161,第二食堂,59.803416149068326,11.26
180674,女,18工商企管,583.0,113,第五食堂,54.73451327433628,19.93
180676,女,18工商企管,490.0,61,第四食堂,51.53934426229508,10.139999999999999
180678,女,18工商企管,849.0,79,第二食堂,106.62658227848101,12.843333333333334
180679,女,18工商企管,716.0,70,第二食堂,225.76142857142858,7.776666666666667
180680,女,18工商企管,355.0,31,第二食堂,45.932258064516134,4.253333333333333
180681,女,18工商企管,590.0,95,第二食堂,133.58273684210528,9.591333333333333
180682,女,18工商企管,923.0,152,第二食堂,48.19144736842105,9.833333333333334
180683,女,18工商企管,884.0,91,第二食堂,143.4,11.206666666666667
180685,女,18工商企管,150.0,78,第二食堂,53.63846153846154,12.453333333333335
180686,女,18工商企管,499.0,84,第二食堂,51.07142857142857,9.626666666666667
180687,女,18工商企管,597.0,90,第二食堂,65.56222222222223,7.930000000000001
180688,女,18工商企管,746.0,130,第二食堂,185.84384615384616,11.889999999999999
180689,女,18工商企管,876.0,90,第二食堂,66.15666666666667,14.32
180690,女,18工商企管,812.0,133,第二食堂,57.9218045112782,9.596666666666666
180691,女,18工商企管,1047.0,114,第二食堂,62.86,8.81
180692,女,18工商企管,807.0,98,第二食堂,69.60102040816327,8.21
180693,女,18工商企管,466.0,66,第二食堂,51.195454545454545,7.126666666666667
180694,女,18工商企管,803.0,95,第二食堂,49.21242105263158,11.158
180695,女,18工商企管,780.0,125,第二食堂,55.580400000000004,9.389999999999999
180698,男,18物流管理,345.0,26,第四食堂,44.142307692307696,5.983333333333333
180699,男,18物流管理,585.0,64,第四食堂,70.60625,11.446666666666665
180700,男,18物流管理,929.0,162,第一食堂,91.66160493827161,17.528666666666666
180701,男,18物流管理,448.0,70,第二食堂,51.44571428571428,7.156666666666666
180702,男,18物流管理,480.0,28,第四食堂,36.86785714285714,5.5
180704,男,18物流管理,609.0,71,第四食堂,67.01830985915493,12.123333333333333
180705,男,18物流管理,604.0,67,第四食堂,122.43134328358208,13.016666666666667
180706,男,18物流管理,881.0,86,第四食堂,95.13093023255814,13.17
180709,男,18物流管理,898.0,82,第二食堂,125.4219512195122,9.066666666666666
180710,男,18物流管理,624.0,38,第一食堂,61.03684210526316,5.180000000000001
180711,女,18物流管理,707.0,105,第二食堂,63.775238095238095,12.71
180712,女,18物流管理,447.0,74,第一食堂,48.01567567567567,6.7266666666666675
180713,女,18物流管理,606.0,65,第二食堂,98.86769230769231,8.436666666666666
180714,女,18物流管理,1183.0,184,第二食堂,54.89891304347826,11.81
180715,女,18物流管理,675.0,114,第二食堂,51.969298245614034,11.889999999999999
180716,女,18物流管理,575.0,67,第二食堂,60.12985074626865,7.59
180717,女,18物流管理,649.0,56,第二食堂,47.989285714285714,6.6433333333333335
180719,女,18物流管理,393.0,47,第二食堂,42.06808510638298,3.8466666666666667
180721,女,18物流管理,517.0,88,第二食堂,66.38977272727273,10.24
180722,女,18物流管理,800.0,117,第二食堂,148.4897435897436,7.673333333333333
180723,女,18物流管理,452.0,36,第二食堂,57.324999999999996,6.003333333333333
180724,女,18物流管理,549.0,55,第二食堂,68.12545454545455,10.986666666666668
